,Sala,Presidente,Ministros,Integrantes,Fecha2,Ministros2,Abogados,Integrante1,Integrante2,Integrante3,Integrante4,Causa1,Causa2,Causa3,Causa4
11254,CUARTA,  DOLMESTCHI,  BLANCO SAS CHEVESICH ,BLANCO SAS CHEVESICH ,2018-03-05 00:00:00,, ,BLANCO,SAS,CHEVESICH,,,,,
11283,CUARTA,  DOLMESTCH,  BLANCO SAS CHEVESICH ,BLANCO SAS CHEVESICH ,2018-03-01 00:00:00,, ,BLANCO,SAS,CHEVESICH,,,,,
11286,CUARTA,  DOLMESTCH,  BLANCO  CHEVESICH MUÑOZ,BLANCO CHEVESICH MUÑOZ QUINTANILLA,2018-04-10 00:00:00,MUÑOZ,   QUINTANILLA,BLANCO,CHEVESICH,MUÑOZ,QUINTANILLA,feriado,,,
11289,CUARTA,  DOLMESTCH,  BLANCO  CHEVESICH MUÑOZ,BLANCO CHEVESICH MUÑOZ BARRA,2018-04-11 00:00:00,MUÑOZ,   BARRA,BLANCO,CHEVESICH,MUÑOZ,BARRA,,,,
11293,CUARTA,  DOLMESTCH,  BLANCO  CHEVESICH ,BLANCO CHEVESICH ETCHEBERRY,2018-04-12 00:00:00,,   ETCHEBERRY,BLANCO,CHEVESICH,ETCHEBERRY,,,,,
11298,CUARTA,  DOLMESTCH,  BLANCO SAS CHEVESICH ,BLANCO SAS CHEVESICH ETCHEBERRY,2018-04-16 00:00:00,,   ETCHEBERRY,BLANCO,SAS,CHEVESICH,ETCHEBERRY,feriado,,,
11304,CUARTA,  DOLMESTCH,  BLANCO  CHEVESICH  CERDA,BLANCO CHEVESICH CERDA BARRA,2018-04-17 00:00:00,CERDA,   BARRA,BLANCO,CHEVESICH,CERDA,BARRA,,,,
11311,CUARTA,  DOLMESTCH,  BLANCO SETÑORSAS CHEVESICH ,BLANCO SETÑORSAS CHEVESICH ,2018-04-18 00:00:00,, ,BLANCO,SETÑORSAS,CHEVESICH,,,,,
11319,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA ETCHEBERRY,2018-04-19 00:00:00,,   ETCHEBERRY,CHEVESICH,MUÑOZ,CERDA,ETCHEBERRY,subroga,,,
11335,CUARTA,  DOLMESTCHL,  BLANCO  MUÑOZ “  CERDA,BLANCO MUÑOZ “ CERDA BARRA,2018-04-23 00:00:00,CERDA,   BARRA,BLANCO,MUÑOZ,“,CERDA,feriado,,,
11345,CUARTA,  DOLMESTCHI,  BLANCO  MUÑOZ   ,BLANCO MUÑOZ  GOMEZ ABUAUAD ,2018-04-24 00:00:00,,  GOMEZ  ABUAUAD ,BLANCO,MUÑOZ,,GOMEZ,comisión,feriado,,
11356,CUARTA,  DOLMESTCH,  BLANCO  MUÑOZ  CERDA,BLANCO MUÑOZ CERDA DE LA MAZA,2018-04-25 00:00:00,CERDA,   DE LA MAZA,BLANCO,MUÑOZ,CERDA,DE,feriado,,,
11368,CUARTA,  DOLMESTCH,  BLANCO  MUÑOZ  ,BLANCO MUÑOZ  ETCHEBERRY,2018-04-26 00:00:00,,   ETCHEBERRY,BLANCO,MUÑOZ,,ETCHEBERRY,feriado,,,
11392,CUARTA,  DOLMESTCH,  VALDERRAMA DAHM   ,VALDERRAMA DAHM  BARRA DE LA MAZA ,2018-04-30 00:00:00,,  BARRA  DE LA MAZA ,VALDERRAMA,DAHM,,BARRA,permiso,feriado,,
11406,CUARTA,  DOLMESTCHI,  BLANCO  CHEVESICH ,BLANCO CHEVESICH ,2018-04-09 00:00:00,, ,BLANCO,CHEVESICH,,,,,,
11433,CUARTA,  DOLMESTCH,  BLANCO  MUÑOZ   ,BLANCO MUÑOZ  MUNITA ABUAUAD ,2018-04-05 00:00:00,,  MUNITA  ABUAUAD ,BLANCO,MUÑOZ,,MUNITA,licencia,feriado,,
11449,CUARTA,  DOLMESTCH,  BLANCO  MUÑOZ  .OS ABOGADOS ,BLANCO MUÑOZ .OS ABOGADOS MUNITA ABUAUAD ,2018-04-04 00:00:00,,  MUNITA  ABUAUAD ,BLANCO,MUÑOZ,.OS,ABOGADOS,licencia,feriado,,
11466,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  QUINTANILLA DE LA MAZA ,2018-04-03 00:00:00,,  QUINTANILLA  DE LA MAZA ,CHEVESICH,MUÑOZ,,QUINTANILLA,permiso,feriado,,
11484,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  QUINTANILLA MUNITA ,2018-04-02 00:00:00,,  QUINTANILLA  MUNITA ,CHEVESICH,MUÑOZ,,QUINTANILLA,permiso,feriado,,
11487,CUARTA,  BLANCO,  MUNOZ  CERDA   ,MUNOZ CERDA  PIERRY GAJARDO ,2018-05-10 00:00:00,,  PIERRY  GAJARDO ,MUNOZ,CERDA,,PIERRY,licencia,permiso,,
11491,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ ' QUINTANILLA 'YVY ,2018-05-14 00:00:00,, '  QUINTANILLA 'YVY   ,CHEVESICH,MUÑOZ,',QUINTANILLA,licencia,subroga,,
11495,CUARTA,  BLANCO,  CHEVESICH  CERDA  LOS ,CHEVESICH CERDA LOS ETCHEBERRY SEÑOOR ,2018-05-15 00:00:00,,  ETCHEBERRY  SEÑOOR ,CHEVESICH,CERDA,LOS,ETCHEBERRY,licencia,,,
11499,CUARTA,  BLANCO,  CHEVESICH  CERDA  LOS ,CHEVESICH CERDA LOS BARRA ,2018-05-16 00:00:00,,  BARRA   ,CHEVESICH,CERDA,LOS,BARRA,licencia,,,
11505,CUARTA,  DOLMESTCH,  BLANCO  CHEVESICH  LOS ,BLANCO CHEVESICH LOS ETCHEBERRY ,2018-05-17 00:00:00,,  ETCHEBERRY   ,BLANCO,CHEVESICH,LOS,ETCHEBERRY,subroga,,,
11517,CUARTA,,  BLANCO  CHEVESICH  LOS ,BLANCO CHEVESICH LOS ETCHEBERRY DE ,2018-05-22 00:00:00,,  ETCHEBERRY   DE ,BLANCO,CHEVESICH,LOS,ETCHEBERRY,permiso,,,
11525,CUARTA,,  BLANCO  CHEVESICH  LOS ,BLANCO CHEVESICH LOS ETCHEBERRY DE ,2018-05-23 00:00:00,,  ETCHEBERRY   DE ,BLANCO,CHEVESICH,LOS,ETCHEBERRY,permiso,subroga,,
11534,CUARTA,  DOLMESTCH,  BLANCO  CHEVESICH  LOS ,BLANCO CHEVESICH LOS BARRA DE LA MAZA ,2018-05-24 00:00:00,,  BARRA  DE LA MAZA ,BLANCO,CHEVESICH,LOS,BARRA,,,,
11544,CUARTA,  DOLMESTCH,  CHEVESICH MUÑOZ  CERDA   ,CHEVESICH MUÑOZ CERDA DE LA MAZA,2018-05-28 00:00:00,,   DE LA MAZA,CHEVESICH,MUÑOZ,CERDA,DE,permiso,,,
11555,CUARTA,  DOLMESTCH,  BLANCO  CHEVESICH MUNOZ,BLANCO CHEVESICH MUNOZ BARRA,2018-05-29 00:00:00,MUNOZ,   BARRA,BLANCO,CHEVESICH,MUNOZ,BARRA,subroga,,,
11567,CUARTA,  DOLMES TCH,  BLANCO  CHEVESICH MUNÑOZ,BLANCO CHEVESICH MUNÑOZ BARRA,2018-05-30 00:00:00,MUNÑOZ,   BARRA,BLANCO,CHEVESICH,MUNÑOZ,BARRA,subroga,,,
11580,CUARTA,  BLANCO,  MUÑOZ SEOR CERDA   ,MUÑOZ SEOR CERDA  BARRA DE LA MAZA ,2018-05-09 00:00:00,,  BARRA  DE LA MAZA ,MUÑOZ,SEOR,CERDA,,licencia,permiso,,
11594,CUARTA,  BLANCO,  MUNOZ  CERDA   ,MUNOZ CERDA  ETCHEBERRY MUNITA ,2018-05-08 00:00:00,,  ETCHEBERRY   MUNITA ,MUNOZ,CERDA,,ETCHEBERRY,licencia,permiso,,
11610,CUARTA,  BLANCO,  MUÑOZ  CERDA   ,MUÑOZ CERDA  QUINTANILLA DE LA MAZA ,2018-05-07 00:00:00,,  QUINTANILLA  DE LA MAZA ,MUÑOZ,CERDA,,QUINTANILLA,licencia,feriado,,
11639,CUARTA,  BLANCO,  MUÑOZ  CERDA   ,MUÑOZ CERDA  ABUAUAD PALLAVICINI ,2018-05-03 00:00:00,,  ABUAUAD  PALLAVICINI ,MUÑOZ,CERDA,,ABUAUAD,licencia,feriado,,
11657,CUARTA,  BLANCO,  MUNOZ  CERDA   ,MUNOZ CERDA  QUINTANILLA DE LA MAZA ,2018-05-02 00:00:00,,  QUINTANILLA  DE LA MAZA ,MUNOZ,CERDA,,QUINTANILLA,licencia,feriado,,
11660,CUARTA,  DOLMESTCH,  BLANCO  CHEVESICH  LOS ,BLANCO CHEVESICH LOS MUNITA BARRA ,2018-06-11 00:00:00,,  MUNITA  BARRA ,BLANCO,CHEVESICH,LOS,MUNITA,licencia,,,
11663,CUARTA,  DOLMESTCHI,  BLANCO SETÑORAS CHEVESICH ,BLANCO SETÑORAS CHEVESICH ETCHEBERRY,2018-06-12 00:00:00,,   ETCHEBERRY,BLANCO,SETÑORAS,CHEVESICH,ETCHEBERRY,subroga,,,
11667,CUARTA,  DOLMESTCH,  BLANCO  CHEVESICH  LOS ,BLANCO CHEVESICH LOS ETCHEBERRY ,2018-06-13 00:00:00,,  ETCHEBERRY   ,BLANCO,CHEVESICH,LOS,ETCHEBERRY,subroga,,,
11672,CUARTA,  DOLMESTCH,  BLANCO  MUÑOZ SEÑÑOR CERDA,BLANCO MUÑOZ SEÑÑOR CERDA PALLAVICINI,2018-06-14 00:00:00,CERDA,   PALLAVICINI,BLANCO,MUÑOZ,SEÑÑOR,CERDA,,,,
11682,CUARTA,  DOLMESTCH,  BLANCO  MUÑOZ  CERDA,BLANCO MUÑOZ CERDA BARRA,2018-06-18 00:00:00,CERDA,   BARRA,BLANCO,MUÑOZ,CERDA,BARRA,,,,
11689,CUARTA,  DOLMESTCHL,  KUNSEMULLER BLANCO CERDA ,KUNSEMULLER BLANCO CERDA BARRA,2018-06-19 00:00:00,,   BARRA,KUNSEMULLER,BLANCO,CERDA,BARRA,subroga,,,
11697,CUARTA,  DOLMES TCH,  ÑKUNSEMULLER !BLANCO ,ÑKUNSEMULLER !BLANCO ,2018-06-20 00:00:00,, ,ÑKUNSEMULLER,!BLANCO,,,,,,
11706,CUARTA,  DOLMESTCH,  BLANCO SS CHEVESICH ,BLANCO SS CHEVESICH ,2018-06-21 00:00:00,, ,BLANCO,SS,CHEVESICH,,,,,
11725,CUARTA,  DOLMESTCH,  BLANCO SAS CHEVESICH ,BLANCO SAS CHEVESICH ETCHEBERRY,2018-06-25 00:00:00,,   ETCHEBERRY,BLANCO,SAS,CHEVESICH,ETCHEBERRY,,,,
11736,CUARTA,  DOLMESTCHI,  BLANCO  CHEVESICH MUNOZ,BLANCO CHEVESICH MUNOZ SEÑ,2018-06-26 00:00:00,MUNOZ,  SEÑ,BLANCO,CHEVESICH,MUNOZ,SEÑ,,,,
11748,CUARTA,  DOLMESTCHI,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  MUNITA BARRA ,2018-06-27 00:00:00,,  MUNITA  BARRA ,CHEVESICH,MUÑOZ,,MUNITA,,,,
11761,CUARTA,  DOLMESTCH,  FUENTES  CHEVESICH  LOS ,FUENTES CHEVESICH LOS BARRA DE LA MAZA ,2018-06-28 00:00:00,,  BARRA  DE LA MAZA ,FUENTES,CHEVESICH,LOS,BARRA,comisión,permiso,,
11799,CUARTA,  DOLMESTCHI,  BLANCO  CHEVESICH  LOS ,BLANCO CHEVESICH LOS MUNITA BARRA ,2018-06-07 00:00:00,,  MUNITA  BARRA ,BLANCO,CHEVESICH,LOS,MUNITA,licencia,,,
11814,CUARTA,  DOLMESTCH,  BLANCO  CHEVESICH  CERDA,BLANCO CHEVESICH CERDA DE LA MAZA,2018-06-06 00:00:00,CERDA,   DE LA MAZA,BLANCO,CHEVESICH,CERDA,DE,permiso,,,
11830,CUARTA,  DOLMESTCHI,  BLANCO SETÑORSS CHEVESICH ,BLANCO SETÑORSS CHEVESICH ,2018-06-05 00:00:00,, ,BLANCO,SETÑORSS,CHEVESICH,,,,,
11847,_ CUARTA,  DOLMESTCH, SENOR BLANCO  CHEVESICH ,SENOR BLANCO CHEVESICH ETCHEBERRY,2018-06-04 00:00:00,,   ETCHEBERRY,SENOR,BLANCO,CHEVESICH,ETCHEBERRY,subroga,,,
11865,CUARTA,  FUENTES,  BLANCO  MUÑOZ   ,BLANCO MUÑOZ  MUNITA BARRA ,2018-07-10 00:00:00,,  MUNITA  BARRA ,BLANCO,MUÑOZ,,MUNITA,comisión,,,
11868,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  10S ABOGADOS ,CHEVESICH MUÑOZ 10S ABOGADOS ETCHEBERRY DE LA ,2018-07-11 00:00:00,,  ETCHEBERRY   DE LA ,CHEVESICH,MUÑOZ,10S,ABOGADOS,,,,
11872,CUARTA,  FUENTES,  BLANCO MINISTRO SUPLENTE  ,BLANCO MINISTRO SUPLENTE ,2018-07-12 00:00:00,,  ,BLANCO,MINISTRO,SUPLENTE,,permiso,feriado,,
11880,CUARTA,, MINISTROS SUPLENTES  MIRANDA  ,MINISTROS SUPLENTES MIRANDA ,2018-07-17 00:00:00,,  ,MINISTROS,SUPLENTES,MIRANDA,,feriado,,,
11886,CUARTA,, MINISTROS SUPLENTES  MIRANDA  ,MINISTROS SUPLENTES MIRANDA ,2018-07-19 00:00:00,,  ,MINISTROS,SUPLENTES,MIRANDA,,feriado,,,
11898,CUARTA,  CISTERNAS,  CHEVESICH MINISTROS SUPLENTES  MIRANDA  MUÑOZ .,CHEVESICH MINISTROS SUPLENTES MIRANDA MUÑOZ . ,2018-07-23 00:00:00,sEÑORES MIRANDA y MUÑOZ P., ,CHEVESICH,MINISTROS,SUPLENTES,MIRANDA,feriado,,,
11906,CUARTA,, MINISTROS SUPLENTES  MIRANDA  ,MINISTROS SUPLENTES MIRANDA ,2018-07-24 00:00:00,,  ,MINISTROS,SUPLENTES,MIRANDA,,feriado,,,
11915,CUARTA,, MINISTROS SUPLENTES  MIRANDA  ,MINISTROS SUPLENTES MIRANDA ,2018-07-25 00:00:00,,  ,MINISTROS,SUPLENTES,MIRANDA,,feriado,,,
11925,CUARTA,, MINISTROS SUPLENTES  MIRANDA  ,MINISTROS SUPLENTES MIRANDA MUNITA ,2018-07-26 00:00:00,,  MUNITA  ,MINISTROS,SUPLENTES,MIRANDA,MUNITA,feriado,,,
11945,CUARTA,,  PRADO MINISTRO SUPLENTE  MUÑOZ ,PRADO MINISTRO SUPLENTE MUÑOZ QUINTANILLA ,2018-07-30 00:00:00,,  QUINTANILLA  ,PRADO,MINISTRO,SUPLENTE,MUÑOZ,feriado,,,
11957,CUARTA,,,ETCHEBERRY DE ,2018-07-31 00:00:00,,  ETCHEBERRY   DE ,ETCHEBERRY,DE,,,feriado,,,
11971,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ TCHEBERRY BARRA ,2018-07-09 00:00:00,,   TCHEBERRY  BARRA ,CHEVESICH,MUÑOZ,TCHEBERRY,BARRA,,,,
11998,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  ETCHEBERRY DE LA ,2018-07-05 00:00:00,,  ETCHEBERRY   DE LA ,CHEVESICH,MUÑOZ,,ETCHEBERRY,,,,
12013,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  QUINTANILLA BARRA ,2018-07-04 00:00:00,,  QUINTANILLA  BARRA ,CHEVESICH,MUÑOZ,,QUINTANILLA,,,,
12029,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  ETCHEBERRY STÑOR DE LA ,2018-07-03 00:00:00,,  ETCHEBERRY  STÑOR DE LA ,CHEVESICH,MUÑOZ,,ETCHEBERRY,,,,
12032,CUARTA,,  MUNOZ MIINISTRO SUPLENTE  ,MUNOZ MIINISTRO SUPLENTE ,2018-08-13 00:00:00,,  ,MUNOZ,MIINISTRO,SUPLENTE,,feriado,,,
12035,CUARTA,,  MUNOZ MINISTRO SUPLENTE  ,MUNOZ MINISTRO SUPLENTE ,2018-08-14 00:00:00,,  ,MUNOZ,MINISTRO,SUPLENTE,,feriado,,,
12039,CUARTA,,  MUNOZ MINISTRO SUPLENTE  ,MUNOZ MINISTRO SUPLENTE ,2018-08-16 00:00:00,,  ,MUNOZ,MINISTRO,SUPLENTE,,feriado,,,
12047,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  1OS ABOGADOS ,CHEVESICH MUÑOZ 1OS ABOGADOS MUNITA SEEÑORA GAJARDO ,2018-08-20 00:00:00,,  MUNITA  SEEÑORA GAJARDO ,CHEVESICH,MUÑOZ,1OS,ABOGADOS,,,,
12052,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  QUINTANILLA GAJARDO ,2018-08-21 00:00:00,,  QUINTANILLA   GAJARDO ,CHEVESICH,MUÑOZ,,QUINTANILLA,,,,
12059,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  ETCHEBERRY BARRA ,2018-08-22 00:00:00,,  ETCHEBERRY   BARRA ,CHEVESICH,MUÑOZ,,ETCHEBERRY,,,,
12067,CUARTA,  FUENTES,  BLANCO  CHEVESICH  LOS ,BLANCO CHEVESICH LOS GAJARDO DE LA ,2018-08-23 00:00:00,,  GAJARDO   DE LA ,BLANCO,CHEVESICH,LOS,GAJARDO,comisión,,,
12083,CUARTA,  BLANCO,  MUÑOZ VIVANCO   ,MUÑOZ VIVANCO  ETCHEBERRY ,2018-08-27 00:00:00,,  ETCHEBERRY   ,MUÑOZ,VIVANCO,,ETCHEBERRY,comisión,,,
12093,CUARTA,  BLANCO,  MUÑOZ VIVANCO   ,MUÑOZ VIVANCO  MA TUS GAJARDO ,2018-08-28 00:00:00,,  MA TUS   GAJARDO ,MUÑOZ,VIVANCO,,MA,comisión,,,
12103,CUARTA,  FUENTES,  BLANCO  MUÑOZ   ,BLANCO MUÑOZ  GAJARDO DE LA MAZA ,2018-08-29 00:00:00,,  GAJARDO   DE LA MAZA ,BLANCO,MUÑOZ,,GAJARDO,comisión,,,
12115,CUARTA,  BLANCO,  MUNOZ VIVANCO   ,MUNOZ VIVANCO  MATUS DE LA MAZA ,2018-08-30 00:00:00,,  MATUS  DE LA MAZA ,MUNOZ,VIVANCO,,MATUS,comisión,,,
12139,CUARTA,,  MUÑOZ VIVANCO   ,MUÑOZ VIVANCO  ETCHEBERRY BARRA ,2018-08-09 00:00:00,,  ETCHEBERRY   BARRA ,MUÑOZ,VIVANCO,,ETCHEBERRY,licencia,feriado,,
12153,CUARTA,  FUENTES,  CHEVESICH MUÑOZ  1OS ABOGADOS ,CHEVESICH MUÑOZ 1OS ABOGADOS ETCHEBERRY BARRA ,2018-08-08 00:00:00,,  ETCHEBERRY   BARRA ,CHEVESICH,MUÑOZ,1OS,ABOGADOS,licencia,feriado,,
12168,CUARTA,,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  BARRA DE LA MAZA ,2018-08-07 00:00:00,,  BARRA  DE LA MAZA ,CHEVESICH,MUÑOZ,,BARRA,licencia,feriado,,
12184,CUARTA,,  MUNOZ  DAHM   ,MUNOZ DAHM  QUINTANILLA BARRA ,2018-08-06 00:00:00,,  QUINTANILLA  BARRA ,MUNOZ,DAHM,,QUINTANILLA,licencia,,,
12231,CUARTA,  BLANCO,  MUÑOZ VIVANCO   ,MUÑOZ VIVANCO  QUINTANILLA MUNITA ,2018-09-10 00:00:00,,  QUINTANILLA  MUNITA ,MUÑOZ,VIVANCO,,QUINTANILLA,feriado,,,
12234,CUARTA,  BLANCO,  MUÑOZ VIVANCO   ,MUÑOZ VIVANCO  ETCHEBERRY DE LA ,2018-09-11 00:00:00,,  ETCHEBERRY   DE LA ,MUÑOZ,VIVANCO,,ETCHEBERRY,feriado,,,
12238,CUARTA,  BLANCO,  MUÑOZ VIVANCO   ,MUÑOZ VIVANCO  QUINTANILLA DE LA MAZA ,2018-09-12 00:00:00,,  QUINTANILLA  DE LA MAZA ,MUÑOZ,VIVANCO,,QUINTANILLA,feriado,,,
12243,| CUARTA,  CISTERNAS,  BLANCO  MUÑOZ  LAS ABOGADAS ,BLANCO MUÑOZ LAS ABOGADAS ETCHEBERRY GAJARDO ,2018-09-13 00:00:00,,  ETCHEBERRY  GAJARDO ,BLANCO,MUÑOZ,LAS,ABOGADAS,feriado,,,
12261,CUARTA,  BLANCO,  CHEVESICH MINISTRO SUPLENTE  ,CHEVESICH MINISTRO SUPLENTE ETCHEBERRY ,2018-09-24 00:00:00,,  ETCHEBERRY  ,CHEVESICH,MINISTRO,SUPLENTE,ETCHEBERRY,,,,
12268,CUARTA,  BLANCO,  CHEVESICH MINISTRO SUPLENTE  ,CHEVESICH MINISTRO SUPLENTE ETCHEBERRY ,2018-09-25 00:00:00,,  ETCHEBERRY  ,CHEVESICH,MINISTRO,SUPLENTE,ETCHEBERRY,feriado,,,
12276,CUARTA,  BLANCO,  CHEVESICH MINISTRO SUPLENTE  ,CHEVESICH MINISTRO SUPLENTE QUINTANILLA ,2018-09-26 00:00:00,,  QUINTANILLA  ,CHEVESICH,MINISTRO,SUPLENTE,QUINTANILLA,feriado,,,
12285,CUARTA,  BLANCO,  CHEVESICH MINISTRO SUPLENTE  ,CHEVESICH MINISTRO SUPLENTE ETCHEBERR ,2018-09-27 00:00:00,,  ETCHEBERR   ,CHEVESICH,MINISTRO,SUPLENTE,ETCHEBERR,feriado,,,
12311,CUARTA,  FUENTES,  BLANCO  CHEVESICH  LOS ,BLANCO CHEVESICH LOS MUNITA ,2018-09-06 00:00:00,,  MUNITA   ,BLANCO,CHEVESICH,LOS,MUNITA,permiso,,,
12322,CUARTA,  BLANCO,  MUÑOZ VIVANCO   ,MUÑOZ VIVANCO  ETCHEBERRY BARRA ,2018-09-05 00:00:00,,  ETCHEBERRY   BARRA ,MUÑOZ,VIVANCO,,ETCHEBERRY,comisión,,,
12334,CUARTA,  BLANCO,  MUÑOZ  PRADO   ,MUÑOZ PRADO  ETCHEBERRY DE LA ,2018-09-04 00:00:00,,  ETCHEBERRY   DE LA ,MUÑOZ,PRADO,,ETCHEBERRY,,,,
12347,CUARTA,  BLANCO,  MUNOZ  DAHM   ,MUNOZ DAHM  MUNITA GAJARDO ,2018-09-03 00:00:00,,  MUNITA   GAJARDO ,MUNOZ,DAHM,,MUNITA,licencia,,,
12350,CUARTA,,  MUÑOZ  VIVANCO   ,MUÑOZ VIVANCO  MUNITA DE LA MAZA ,2018-10-10 00:00:00,,  MUNITA  DE LA MAZA ,MUÑOZ,VIVANCO,,MUNITA,permiso,,,
12353,CUARTA,  FUENTES,  CHEVESICH MUÑOZ  1OS ABOGADOS ,CHEVESICH MUÑOZ 1OS ABOGADOS PALLAVICINI BARRA ,2018-10-11 00:00:00,,  PALLAVICINI  BARRA ,CHEVESICH,MUÑOZ,1OS,ABOGADOS,permiso,,,
12359,CUARTA,  FUENTES,  BLANCO  MUÑOZ   ,BLANCO MUÑOZ  ETCHEBERRY DE LA ,2018-10-16 00:00:00,,  ETCHEBERRY   DE LA ,BLANCO,MUÑOZ,,ETCHEBERRY,feriado,,,
12367,CUARTA,  FUENTES,  BLANCO  MUÑOZ   ,BLANCO MUÑOZ  ETCHEBERRY SRTÑOR DE LA ,2018-10-18 00:00:00,,  ETCHEBERRY  SRTÑOR DE LA ,BLANCO,MUÑOZ,,ETCHEBERRY,feriado,,,
12377,CUARTA,  BLANCO,  MUÑOZ VIVANCO   ,MUÑOZ VIVANCO  MUNITA BARRA ,2018-10-22 00:00:00,,  MUNITA  BARRA ,MUÑOZ,VIVANCO,,MUNITA,feriado,,,
12384,CUARTA,  BLANCO,  ARANGUIZ  MUÑOZ  LOS ,ARANGUIZ MUÑOZ LOS QUINTANILLA ,2018-10-23 00:00:00,,  QUINTANILLA  ,ARANGUIZ,MUÑOZ,LOS,QUINTANILLA,feriado,,,
12392,CUARTA,  BLANCO,  ARÁNGUIZ  MUÑOZ  LOS ,ARÁNGUIZ MUÑOZ LOS ETCHEBERRY DE ,2018-10-24 00:00:00,,  ETCHEBERRY   DE ,ARÁNGUIZ,MUÑOZ,LOS,ETCHEBERRY,permiso,,,
12401,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  PRADO ,CHEVESICH MUÑOZ PRADO ,2018-10-25 00:00:00,, ,CHEVESICH,MUÑOZ,PRADO,,,,,
12411,CUARTA,,  MUÑOZ VIVANCO   ,MUÑOZ VIVANCO  ETCHEBERRY BARRA ,2018-10-29 00:00:00,,  ETCHEBERRY   BARRA ,MUÑOZ,VIVANCO,,ETCHEBERRY,comisión,,,
12422,CUARTA,,  MUÑOZ VIVANCO   ,MUÑOZ VIVANCO  QUINTANILLA MATUS ,2018-10-30 00:00:00,,  QUINTANILLA  MATUS ,MUÑOZ,VIVANCO,,QUINTANILLA,comisión,,,
12434,CUARTA,  FUENTES,  CHEVESICH VIVANCO  LOS ,CHEVESICH VIVANCO LOS QUINTANILLA ,2018-10-31 00:00:00,,  QUINTANILLA   ,CHEVESICH,VIVANCO,LOS,QUINTANILLA,comisión,,,
12447,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  MUNITA DE LA MAZA ,2018-10-09 00:00:00,,  MUNITA  DE LA MAZA ,CHEVESICH,MUÑOZ,,MUNITA,,,,
12461,CUARTA,  FUENTES,  BLANCO  CHEVESICH  LOS ,BLANCO CHEVESICH LOS QUINTANILLA MATUS ,2018-10-08 00:00:00,,  QUINTANILLA  MATUS ,BLANCO,CHEVESICH,LOS,QUINTANILLA,,,,
12490,CUARTA,  BLANCO,  MUNOZ MINISTRO SUPLENTE  BIEL  ,MUNOZ MINISTRO SUPLENTE BIEL MATUS ,2018-10-04 00:00:00,,  MATUS   ,MUNOZ,MINISTRO,SUPLENTE,BIEL,comisión,,,
12506,CUARTA,  BLANCO,  MUNÑOZ MINISTRO SUPLENTE  BIEL  ,MUNÑOZ MINISTRO SUPLENTE BIEL BARRA DE LA ,2018-10-03 00:00:00,,  BARRA  DE LA ,MUNÑOZ,MINISTRO,SUPLENTE,BIEL,comisión,,,
12522,CUARTA,  BLANCO,  MUÑOZ MINISTRO SUPLENTE  BIEL  ,MUÑOZ MINISTRO SUPLENTE BIEL MATUS DE LA ,2018-10-02 00:00:00,,  MATUS  DE LA ,MUÑOZ,MINISTRO,SUPLENTE,BIEL,comisión,,,
12540,CUARTA,  BLANCO,  VIVANCO MINISTRO SUPLENTE  BIEL ,VIVANCO MINISTRO SUPLENTE BIEL ETCHEBERR ,2018-10-01 00:00:00,,  ETCHEBERR    ,VIVANCO,MINISTRO,SUPLENTE,BIEL,comisión,permiso,,
12543,CUARTA,  BLANCO,,ETCHEBERRY MUNITA ,2018-11-12 00:00:00,,  ETCHEBERRY   MUNITA ,ETCHEBERRY,MUNITA,,,,,,
12546,CUARTA,  BLANCO,,QUINTANILLA ,2018-11-13 00:00:00,,  QUINTANILLA  ,QUINTANILLA,,,,,,,
12550,CUARTA,  BLANCO,,PALLAVICINI GAJARDO ,2018-11-14 00:00:00,,  PALLAVICINI   GAJARDO ,PALLAVICINI,GAJARDO,,,,,,
12555,CUARTA,  BLANCO,,BARRA GAJARDO ,2018-11-15 00:00:00,,  BARRA   GAJARDO ,BARRA,GAJARDO,,,,,,
12564,CUARTA,  BLANCO,,ETCHEBERRY DE LA ,2018-11-19 00:00:00,,  ETCHEBERRY   DE LA ,ETCHEBERRY,DE,LA,,,,,
