,Sala,Presidente,Ministros,Integrantes,Fecha2,Ministros2,Abogados,Integrante1,Integrante2,Integrante3,Integrante4,Causa1,Causa2,Causa3,Causa4
4583,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER CISTERNAS,DOLMESTCH KUNSEMULLER CISTERNAS ,2015-04-15 00:00:00,CISTERNAS,  ,DOLMESTCH,KUNSEMULLER,CISTERNAS,,comisión,,,
4588,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER  LOS ,DOLMESTCH KUNSEMULLER LOS RODRIGUEZ LAGOS ,2015-04-16 00:00:00,,  RODRIGUEZ  LAGOS ,DOLMESTCH,KUNSEMULLER,LOS,RODRIGUEZ,comisión,,,
4598,SEGUNDA,  JUICA,,,2015-04-21 00:00:00,, ,,,,,,,,
4605,SEGUNDA,  DOLMESTCH,  «UNSEMULLER BRITO  LOS ,«UNSEMULLER BRITO LOS MATUS PIZARRO ,2015-04-22 00:00:00,,  MATUS  PIZARRO ,«UNSEMULLER,BRITO,LOS,MATUS,comisión,subroga,,
4613,SEGUNDA,  JUICA,  LDOLMESTCH KUNSEMULLER ,LDOLMESTCH KUNSEMULLER ,2015-04-23 00:00:00,, ,LDOLMESTCH,KUNSEMULLER,,,,,,
4628,SEGUNDA,  JUICA,  DOLMESTCH VALDES CARREÑO ,DOLMESTCH VALDES CARREÑO ,2015-04-27 00:00:00,, ,DOLMESTCH,VALDES,CARREÑO,,subroga,,,
4649,SEGUNDA,  JUICA,  KUNSEMULLER BRITO  LOS ,"KUNSEMULLER BRITO LOS RODRÍGUEZ, PIZARRO ",2015-04-29 00:00:00,,"  RODRÍGUEZ,  PIZARRO ",KUNSEMULLER,BRITO,LOS,RODRÍGUEZ,comisión,permiso,,
4661,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER BRITO,DOLMESTCH KUNSEMULLER BRITO MA TUS,2015-04-30 00:00:00,BRITO,   MA TUS,DOLMESTCH,KUNSEMULLER,BRITO,MA,comisión,,,
4674,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER ,DOLMESTCH KUNSEMULLER ,2015-04-09 00:00:00,, ,DOLMESTCH,KUNSEMULLER,,,comisión,,,
4687,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER ,DOLMESTCH KUNSEMULLER ,2015-04-08 00:00:00,, ,DOLMESTCH,KUNSEMULLER,,,,,,
4701,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER ,DOLMESTCH KUNSEMULLER ,2015-04-07 00:00:00,, ,DOLMESTCH,KUNSEMULLER,,,permiso,,,
4730,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER ,DOLMESTCH KUNSEMULLER ,2015-04-02 00:00:00,, ,DOLMESTCH,KUNSEMULLER,,,,,,
4747,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER ,DOLMESTCH KUNSEMULLER ,2015-04-01 00:00:00,, ,DOLMESTCH,KUNSEMULLER,,,,,,
4750,SEGUNDA,  JUICA,  DOLMESTCH CISTERNAS “  ,DOLMESTCH CISTERNAS “  FIGUEROA,2015-05-11 00:00:00,,   FIGUEROA,DOLMESTCH,CISTERNAS,“,,comisión,,,
4753,SEGUNDA,  JUICA,  DOLMESTCH BRITO FUENTES  ,DOLMESTCH BRITO FUENTES ,2015-05-12 00:00:00,, ,DOLMESTCH,BRITO,FUENTES,,permiso,,,
4757,SEGUNDA,  JUICA,  DOLMESTCH BRITO FUENTES  ,DOLMESTCH BRITO FUENTES ,2015-05-13 00:00:00,, ,DOLMESTCH,BRITO,FUENTES,,subroga,,,
4762,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER  OS ,DOLMESTCH KUNSEMULLER OS MA TUS LAGOS ,2015-05-14 00:00:00,,  MA TUS  LAGOS ,DOLMESTCH,KUNSEMULLER,OS,MA,comisión,subroga,,
4771,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER ,DOLMESTCH KUNSEMULLER ,2015-05-18 00:00:00,, ,DOLMESTCH,KUNSEMULLER,,,,,,
4778,SEGUNDA,  JUICA,  KUNSEMULLER BRITO ,KUNSEMULLER BRITO ,2015-05-19 00:00:00,, ,KUNSEMULLER,BRITO,,,permiso,,,
4785,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER ,DOLMESTCH KUNSEMULLER ,2015-05-20 00:00:00,, ,DOLMESTCH,KUNSEMULLER,,,,,,
4801,SEGUNDA,  DOLMESTCH,  RKUNSEMULLER BRITO  LOS ,RKUNSEMULLER BRITO LOS MA TUS LAGOS ,2015-05-25 00:00:00,,  MA TUS  LAGOS ,RKUNSEMULLER,BRITO,LOS,MA,comisión,permiso,,
4811,SEGUNDA,  DOLMESTCEL,  ,,2015-05-26 00:00:00,, ,,,,,comisión,permiso,,
4822,SEGUNDA,  DOLMESTCHI,  KUNSEMULLER BRITO  LOS ,KUNSEMULLER BRITO LOS MATUS RODRIGUEZ ,2015-05-27 00:00:00,,  MATUS  RODRIGUEZ ,KUNSEMULLER,BRITO,LOS,MATUS,comisión,permiso,,
4834,SEGUNDA,  DOLMESTCH,  KUNSEMULLER BRITO  MINISTRO ,KUNSEMULLER BRITO MINISTRO ,2015-05-28 00:00:00,, ,KUNSEMULLER,BRITO,MINISTRO,,comisión,,,
4858,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER BRITO,DOLMESTCH KUNSEMULLER BRITO CORREA,2015-05-07 00:00:00,BRITO,   CORREA,DOLMESTCH,KUNSEMULLER,BRITO,CORREA,subroga,,,
4872,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER BRITO,DOLMESTCH KUNSEMULLER BRITO MA TUS,2015-05-06 00:00:00,BRITO,   MA TUS,DOLMESTCH,KUNSEMULLER,BRITO,MA,subroga,,,
4887,SEGUNDA,"  JUICA,",  DOLMESTCH KUNSEMULLER ,DOLMESTCH KUNSEMULLER ,2015-05-05 00:00:00,, ,DOLMESTCH,KUNSEMULLER,,,,,,
4904,SEGUNDA,  JUICA,  DOLMESTCH BRITO CISTERNAS  ,DOLMESTCH BRITO CISTERNAS  PRADO,2015-05-04 00:00:00,,   PRADO,DOLMESTCH,BRITO,CISTERNAS,,permiso,,,
4906,SEGUNDA,  JUICA,  DOLMESTCH BRITO CERDA   ,DOLMESTCH BRITO CERDA ,2015-06-10 00:00:00,, ,DOLMESTCH,BRITO,CERDA,,feriado,,,
4909,SEGUNDA,  JUICA,  DOLMESTCH BRITO CISTERNAS ,DOLMESTCH BRITO CISTERNAS ,2015-06-11 00:00:00,, ,DOLMESTCH,BRITO,CISTERNAS,,feriado,,,
4915,SEGUNDA,,  DOLMESTCH BRITO  MINISTRO SUPLENTE:  MIRANDA,DOLMESTCH BRITO MINISTRO SUPLENTE: MIRANDA ,2015-06-15 00:00:00,SUPLENTE: SEÑOR MIRANDA,  ,DOLMESTCH,BRITO,MINISTRO,SUPLENTE:,permiso,feriado,,
4919,SEGUNDA,  JUICA,  DOLMESTCH BRITO CISTERNAS ,DOLMESTCH BRITO CISTERNAS ,2015-06-17 00:00:00,, ,DOLMESTCH,BRITO,CISTERNAS,,feriado,,,
4925,SEGUNDA,  JUICA,  DOLMESTCH BRITO  MMISTRO SUPLENTE:  MIRANDA,DOLMESTCH BRITO MMISTRO SUPLENTE: MIRANDA ,2015-06-18 00:00:00,SUPLENTE: SEÑOR MIRANDA,  ,DOLMESTCH,BRITO,MMISTRO,SUPLENTE:,comisión,feriado,,
4932,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER ,DOLMESTCH KUNSEMULLER ,2015-06-22 00:00:00,, ,DOLMESTCH,KUNSEMULLER,,,,,,
4939,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER  ,DOLMESTCH KUNSEMULLER MATUS ,2015-06-23 00:00:00,,  MATUS  ,DOLMESTCH,KUNSEMULLER,MATUS,,comisión,subroga,,
4948,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER  ,DOLMESTCH KUNSEMULLER MATUS LAGOS ,2015-06-24 00:00:00,,  MATUS  LAGOS ,DOLMESTCH,KUNSEMULLER,MATUS,LAGOS,comisión,,,
4958,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER  MAGGI,DOLMESTCH KUNSEMULLER MAGGI LAGOS,2015-06-25 00:00:00,SEÑORA MA GGI,   LAGOS,DOLMESTCH,KUNSEMULLER,MAGGI,LAGOS,comisión,subroga,,
4978,SEGUNDA,"  JUICA,",  KUNSEMULLER BRITO CISTERNAS,KUNSEMULLER BRITO CISTERNAS LAGOS,2015-06-30 00:00:00,CISTERNAS,   LAGOS,KUNSEMULLER,BRITO,CISTERNAS,LAGOS,permiso,,,
4990,SEGUNDA,  JUICA,  DOLMESTCH BRITO CERDA   ,DOLMESTCH BRITO CERDA ,2015-06-09 00:00:00,, ,DOLMESTCH,BRITO,CERDA,,feriado,,,
5002,SEGUNDA,  DOLMESTCH,  BRITO CISTERNAS  MINISTRO SUPLENTE:  MIRANDA,BRITO CISTERNAS MINISTRO SUPLENTE: MIRANDA ,2015-06-08 00:00:00,SUPLENTE: SEÑOR MIRANDA,  ,BRITO,CISTERNAS,MINISTRO,SUPLENTE:,permiso,feriado,,
5028,SEGUNDA,  JUICA,  DOLMESTCH BRITO CISTERNAS ,DOLMESTCH BRITO CISTERNAS ,2015-06-04 00:00:00,, ,DOLMESTCH,BRITO,CISTERNAS,,feriado,,,
5043,SEGUNDA,  DOLMESTCH,  BRITO CISTERNAS CERDA   ,BRITO CISTERNAS CERDA ,2015-06-03 00:00:00,, ,BRITO,CISTERNAS,CERDA,,feriado,,,
5058,SEGUNDA,  JUICA,  DOLMESTCH CISTERNAS CERDA ,DOLMESTCH CISTERNAS CERDA ,2015-06-02 00:00:00,, ,DOLMESTCH,CISTERNAS,CERDA,,permiso,feriado,,
5074,SEGUNDA,"  JUICA,",  DOLMESTCH BRITO  MINISTRO SUPLENTE:  MIRANDA,DOLMESTCH BRITO MINISTRO SUPLENTE: MIRANDA ,2015-06-01 00:00:00,SUPLENTE: SEÑOR MIRANDA,  ,DOLMESTCH,BRITO,MINISTRO,SUPLENTE:,permiso,feriado,,
5077,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER ,DOLMESTCH KUNSEMULLER ,2015-07-13 00:00:00,, ,DOLMESTCH,KUNSEMULLER,,,,,,
5080,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER CISTERNAS,DOLMESTCH KUNSEMULLER CISTERNAS MA TUS,2015-07-14 00:00:00,CISTERNAS,   MA TUS,DOLMESTCH,KUNSEMULLER,CISTERNAS,MA,comisión,,,
5085,SEGUNDA,  JUICA,  DOLMESTCH KKUNSEMULLER ,DOLMESTCH KKUNSEMULLER ,2015-07-20 00:00:00,, ,DOLMESTCH,KKUNSEMULLER,,,,,,
5090,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER ,DOLMESTCH KUNSEMULLER ,2015-07-21 00:00:00,, ,DOLMESTCH,KUNSEMULLER,,,,,,
5096,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER CISTERNAS,DOLMESTCH KUNSEMULLER CISTERNAS MATUS,2015-07-22 00:00:00,CISTERNAS,   MATUS,DOLMESTCH,KUNSEMULLER,CISTERNAS,MATUS,permiso,,,
5103,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER BRITO,"DOLMESTCH KUNSEMULLER BRITO RODRIGUEZ,",2015-07-23 00:00:00,BRITO,"   RODRIGUEZ,",DOLMESTCH,KUNSEMULLER,BRITO,RODRIGUEZ,comisión,,,
5118,SEGUNDA,  BRITO,  CHEVESICH  ÑARÁNGUIZ ,CHEVESICH ÑARÁNGUIZ ,2015-07-27 00:00:00,, ,CHEVESICH,ÑARÁNGUIZ,,,,,,
5127,SEGUNDA,  BRITO,  CHEVESICH  ARÁNGUIZ ,CHEVESICH ARÁNGUIZ ,2015-07-28 00:00:00,, ,CHEVESICH,ARÁNGUIZ,,,,,,
5137,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER ,DOLMESTCH KUNSEMULLER ,2015-07-29 00:00:00,, ,DOLMESTCH,KUNSEMULLER,,,,,,
5149,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER  ,DOLMESTCH KUNSEMULLER MA TUS PRADO ,2015-07-30 00:00:00,,  MA TUS  PRADO ,DOLMESTCH,KUNSEMULLER,MA,TUS,comisión,permiso,,
5171,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER ,DOLMESTCH KUNSEMULLER LAGOS,2015-07-09 00:00:00,,   LAGOS,DOLMESTCH,KUNSEMULLER,LAGOS,,,,,
5183,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER  ,DOLMESTCH KUNSEMULLER MATUS ,2015-07-08 00:00:00,,  MATUS  ,DOLMESTCH,KUNSEMULLER,MATUS,,comisión,subroga,,
5197,SEGUNDA,  DOLMESTCH,  KUNSEMULLER BRITO CISTERNAS,KUNSEMULLER BRITO CISTERNAS MA TUS,2015-07-07 00:00:00,CISTERNAS,   MA TUS,KUNSEMULLER,BRITO,CISTERNAS,MA,comisión,,,
5211,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER ,DOLMESTCH KUNSEMULLER ,2015-07-06 00:00:00,, ,DOLMESTCH,KUNSEMULLER,,,,,,
5241,SEGUNDA,  JUICA,  KUNSEMULLER BRITO CISTERNAS,KUNSEMULLER BRITO CISTERNAS ,2015-07-02 00:00:00,CISTERNAS,  ,KUNSEMULLER,BRITO,CISTERNAS,,comisión,,,
5258,SEGUNDA,  JUICA |,  KUNSEMULLER BRITO CISTERNAS,KUNSEMULLER BRITO CISTERNAS ,2015-07-01 00:00:00,CISTERNAS,  ,KUNSEMULLER,BRITO,CISTERNAS,,permiso,,,
5261,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER ,DOLMESTCH KUNSEMULLER ,2015-08-10 00:00:00,, ,DOLMESTCH,KUNSEMULLER,,,,,,
5264,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER BRITO,DOLMESTCH KUNSEMULLER BRITO LAGOS,2015-08-11 00:00:00,BRITO,   LAGOS,DOLMESTCH,KUNSEMULLER,BRITO,LAGOS,subroga,,,
5268,SEGUNDA,  DOLMESTCH,  BRITO CISTERNAS   ,BRITO CISTERNAS  MA TUS PRADO ,2015-08-12 00:00:00,,  MA TUS  PRADO ,BRITO,CISTERNAS,,MA,feriado,,,
5273,SEGUNDA,  DOLMESTCH,  KUNSEMULLER BRITO  LOS ,KUNSEMULLER BRITO LOS LAGOS CORREA ,2015-08-13 00:00:00,,  LAGOS  CORREA ,KUNSEMULLER,BRITO,LOS,LAGOS,comisión,feriado,,
5282,SEGUNDA,  DOLMESTCH,  €€UNSEMULLER BRITO  LOS ,€€UNSEMULLER BRITO LOS LAGOS CORREA ,2015-08-17 00:00:00,,  LAGOS  CORREA ,€€UNSEMULLER,BRITO,LOS,LAGOS,feriado,subroga,,
5289,SEGUNDA,  DOLMESTCH,  KKUNSEMULLER BRITO  LOS ,KKUNSEMULLER BRITO LOS LAGOS PRADO ,2015-08-18 00:00:00,,  LAGOS  PRADO ,KKUNSEMULLER,BRITO,LOS,LAGOS,feriado,subroga,,
5300,SEGUNDA,  DOLMESTCH,   KUNSEMULLER BRITO CISTERNAS,KUNSEMULLER BRITO CISTERNAS LAGOS,2015-08-19 00:00:00,CISTERNAS,   LAGOS,KUNSEMULLER,BRITO,CISTERNAS,LAGOS,feriado,,,
5310,SEGUNDA,  DOLMESTCH,  XKUNSEMULLER BRITO  LOS ,XKUNSEMULLER BRITO LOS MATUS LAGOS ,2015-08-20 00:00:00,,  MATUS  LAGOS ,XKUNSEMULLER,BRITO,LOS,MATUS,feriado,subroga,,
5321,SEGUNDA,  DOLMESTCH,  BRITO CISTERNAS   ,BRITO CISTERNAS  GOMEZ PRADO ,2015-08-24 00:00:00,,  GOMEZ  PRADO ,BRITO,CISTERNAS,,GOMEZ,comisión,feriado,,
5334,SEGUNDA,  DOLMESTCH,  BRITO CISTERNAS   ,BRITO CISTERNAS  MA TUS RODRIGUEZ ,2015-08-25 00:00:00,,  MA TUS  RODRIGUEZ ,BRITO,CISTERNAS,,MA,comisión,feriado,,
5347,SEGUNDA,  DOLMESTCH,  BRITO ARANGUIZ   ,BRITO ARANGUIZ  RODRIGUEZ CORREA ,2015-08-26 00:00:00,,  RODRIGUEZ  CORREA ,BRITO,ARANGUIZ,,RODRIGUEZ,comisión,feriado,,
5362,SEGUNDA,  JUICA,  ,,2015-08-27 00:00:00,, ,,,,,comisión,,,
5389,SEGUNDA,  JUICA,  DOLMESTCH BRITO  ,DOLMESTCH BRITO ,2015-08-31 00:00:00,, ,DOLMESTCH,BRITO,,,,,,
5418,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER BRITO,DOLMESTCH KUNSEMULLER BRITO RODRIGUEZ,2015-08-06 00:00:00,BRITO,   RODRIGUEZ,DOLMESTCH,KUNSEMULLER,BRITO,RODRIGUEZ,comisión,,,
5434,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER  OS ,DOLMESTCH KUNSEMULLER OS RODRIGUEZ PIZARRO ,2015-08-05 00:00:00,,  RODRIGUEZ  PIZARRO ,DOLMESTCH,KUNSEMULLER,OS,RODRIGUEZ,comisión,subroga,,
5451,SEGUNDA,  DOLMESTCHI,  KUNSEMULLER BRITO  LOS ,KUNSEMULLER BRITO LOS RODRIGUEZ PRADO ,2015-08-04 00:00:00,,  RODRIGUEZ  PRADO ,KUNSEMULLER,BRITO,LOS,RODRIGUEZ,comisión,,,
5470,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER ,DOLMESTCH KUNSEMULLER ,2015-08-03 00:00:00,, ,DOLMESTCH,KUNSEMULLER,,,,,,
5473,SEGUNDA,  JUICA,  KUNSEMULLER BRITO VALDERRAMA,KUNSEMULLER BRITO VALDERRAMA ,2015-09-10 00:00:00,VALDERRAMA,  ,KUNSEMULLER,BRITO,VALDERRAMA,,comisión,feriado,,
5476,SEGUNDA,  JUICA,  KUNSEMULLER BRITO CISTERNAS,KUNSEMULLER BRITO CISTERNAS PRADO,2015-09-14 00:00:00,CISTERNAS,   PRADO,KUNSEMULLER,BRITO,CISTERNAS,PRADO,feriado,,,
5480,SEGUNDA,  KUNSEMULLER,  BRITO CISTERNAS  MINISTRO SUPLENTE:  MIRANDA,BRITO CISTERNAS MINISTRO SUPLENTE: MIRANDA ,2015-09-15 00:00:00,SUPLENTE: SEÑOR MIRANDA,  ,BRITO,CISTERNAS,MINISTRO,SUPLENTE:,feriado,,,
5485,SEGUNDA,  KUNSEMULLER,  BRITO CISTERNAS   ,BRITO CISTERNAS  MATUS RODRIGUEZ ,2015-09-16 00:00:00,,  MATUS  RODRIGUEZ ,BRITO,CISTERNAS,,MATUS,feriado,,,
5491,SEGUNDA,  JUICA,  KUNSEMULLER BRITO CISTERNAS,KUNSEMULLER BRITO CISTERNAS PRADO,2015-09-17 00:00:00,CISTERNAS,   PRADO,KUNSEMULLER,BRITO,CISTERNAS,PRADO,feriado,,,
5498,SEGUNDA,  KUNSEMULLER,  BRITO CISTERNAS   ,BRITO CISTERNAS  MA TUS RODRIGUEZ ,2015-09-21 00:00:00,,  MA TUS  RODRIGUEZ ,BRITO,CISTERNAS,,MA,feriado,,,
5506,SEGUNDA,  KUNSEMULLER,  BRITO CISTERNAS   ,BRITO CISTERNAS  ETCHEBERR PRADO ,2015-09-22 00:00:00,,  ETCHEBERR    PRADO ,BRITO,CISTERNAS,,ETCHEBERR,comisión,feriado,,
5521,SEGUNDA,  KUNSEMULLER,  BRITO CISTERNAS   ,BRITO CISTERNAS  MA TUS CORREA ,2015-09-24 00:00:00,,  MA TUS  CORREA ,BRITO,CISTERNAS,,MA,comisión,feriado,,
5539,SEGUNDA,  BRITO,  SILVA FUENTES   ,SILVA FUENTES  MA TUS LAGOS ,2015-09-28 00:00:00,,  MA TUS  LAGOS ,SILVA,FUENTES,,MA,comisión,,,
5550,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER ,DOLMESTCH KUNSEMULLER RODRIGUEZ,2015-09-29 00:00:00,,   RODRIGUEZ,DOLMESTCH,KUNSEMULLER,RODRIGUEZ,,comisión,,,
5562,SEGUNDA,  DOLMESTCH,  BRITO  MUÑOZ   ,BRITO MUÑOZ  MATUS CORREA ,2015-09-30 00:00:00,,  MATUS  CORREA ,BRITO,MUÑOZ,,MATUS,comisión,,,
5575,SEGUNDA,  JUICA,  KUNSEMULLER BRITO  MINISTRO SUPLENTE:  MIRANDA,KUNSEMULLER BRITO MINISTRO SUPLENTE: MIRANDA ,2015-09-09 00:00:00,SUPLENTE: SEÑOR MIRANDA,  ,KUNSEMULLER,BRITO,MINISTRO,SUPLENTE:,comisión,feriado,,
5590,SEGUNDA,  KUNSEMULLER,  BRITO  MINISTRO SUPLENTE:  ,BRITO MINISTRO SUPLENTE: ,2015-09-08 00:00:00,,  ,BRITO,MINISTRO,SUPLENTE:,,comisión,feriado,,
5604,SEGUNDA,  KUNSEMULLER,  BRITO CISTERNAS   ,BRITO CISTERNAS  RODRIGUEZ PIZARRO ,2015-09-07 00:00:00,,  RODRIGUEZ  PIZARRO ,BRITO,CISTERNAS,,RODRIGUEZ,feriado,subroga,,
5632,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER CISTERNAS,DOLMESTCH KUNSEMULLER CISTERNAS PRADO,2015-09-03 00:00:00,CISTERNAS,   PRADO,DOLMESTCH,KUNSEMULLER,CISTERNAS,PRADO,comisión,,,
5649,SEGUNDA,  JUICA,  KUNSEMULLER CISTERNAS  LOS ,KUNSEMULLER CISTERNAS LOS PIZARRO PRADO ,2015-09-02 00:00:00,,  PIZARRO  PRADO ,KUNSEMULLER,CISTERNAS,LOS,PIZARRO,comisión,permiso,,
5667,SEGUNDA,  JUICA,  DOLMESTCH BRITO SEEÑORA ,DOLMESTCH BRITO SEEÑORA ,2015-09-01 00:00:00,, ,DOLMESTCH,BRITO,SEEÑORA,,,,,
5670,SEGUNDA,  DOLMESTCH,  BRITO  CISTERNAS  LOS ,BRITO CISTERNAS LOS RODRIGUEZ LAGOS ,2015-10-13 00:00:00,,  RODRIGUEZ  LAGOS ,BRITO,CISTERNAS,LOS,RODRIGUEZ,comisión,feriado,,
5673,SEGUNDA,  JUICA,  DOLMESTCH BRITO   ,DOLMESTCH BRITO  MA TUS PIZARRO ,2015-10-14 00:00:00,,  MA TUS  PIZARRO ,DOLMESTCH,BRITO,,MA,comisión,feriado,,
5679,SEGUNDA,  BRITO,  SANDOVAL  CERDA  LOS ,SANDOVAL CERDA LOS MATUS LAGOS ,2015-10-19 00:00:00,,  MATUS  LAGOS ,SANDOVAL,CERDA,LOS,MATUS,comisión,feriado,inhabilidad,
5684,SEGUNDA,  JUICA,  DOLMESTCH BRITO  CISTERNAS ,DOLMESTCH BRITO CISTERNAS PIZARRO,2015-10-20 00:00:00,,   PIZARRO,DOLMESTCH,BRITO,CISTERNAS,PIZARRO,feriado,,,
5690,SEGUNDA,  JUICA,  DOLMESTCH BRITO  CISTERNAS ,DOLMESTCH BRITO CISTERNAS FIGUEROA,2015-10-21 00:00:00,,   FIGUEROA,DOLMESTCH,BRITO,CISTERNAS,FIGUEROA,feriado,,,
5697,SEGUNDA,  JUICA,  DOLMESTCH BRITO  CISTERNAS ,DOLMESTCH BRITO CISTERNAS MA TUS,2015-10-22 00:00:00,,   MA TUS,DOLMESTCH,BRITO,CISTERNAS,MA,feriado,,,
5723,SEGUNDA,  BRITO,  CERDA DAHM   ,CERDA DAHM  ETCHEBERRY CORREA ,2015-10-26 00:00:00,,  ETCHEBERRY   CORREA ,CERDA,DAHM,,ETCHEBERRY,comisión,feriado,,
5732,SEGUNDA,"  FUENTES,",  CISTERNAS CERDA DAHM   ,CISTERNAS CERDA DAHM  PRADO,2015-10-27 00:00:00,,  PRADO,CISTERNAS,CERDA,DAHM,,comisión,permiso,feriado,
5742,SEGUNDA,  KUNSEMULLER,  CISTERNAS BLANCO CERDA   ,CISTERNAS BLANCO CERDA PRADO,2015-10-28 00:00:00,,   PRADO,CISTERNAS,BLANCO,CERDA,PRADO,licencia,comisión,,
5753,SEGUNDA,  KUNSEMULLER,  CISTERNAS CERDA ,CISTERNAS CERDA ,2015-10-29 00:00:00,, ,CISTERNAS,CERDA,,,licencia,comisión,,
5784,SEGUNDA,  BRITO,  ARANGUIZ  MUÑOZ  1OS ,ARANGUIZ MUÑOZ 1OS LAGOS ,2015-10-08 00:00:00,,  LAGOS   ,ARANGUIZ,MUÑOZ,1OS,LAGOS,comisión,,,
5798,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER CISTERNAS,DOLMESTCH KUNSEMULLER CISTERNAS LAGOS,2015-10-07 00:00:00,CISTERNAS,   LAGOS,DOLMESTCH,KUNSEMULLER,CISTERNAS,LAGOS,,,,
5812,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER CISTERNAS,DOLMESTCH KUNSEMULLER CISTERNAS LAGOS,2015-10-06 00:00:00,CISTERNAS,   LAGOS,DOLMESTCH,KUNSEMULLER,CISTERNAS,LAGOS,permiso,,,
5827,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER ,DOLMESTCH KUNSEMULLER ,2015-10-05 00:00:00,,  ,DOLMESTCH,KUNSEMULLER,,,permiso,,,
5857,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER  LOS ,DOLMESTCH KUNSEMULLER LOS MA TUS LAGOS ,2015-10-01 00:00:00,,  MA TUS  LAGOS ,DOLMESTCH,KUNSEMULLER,LOS,MA,comisión,,,
5860,SEGUNDA,  JUICA,  DOLMESTCH BRITO   ,DOLMESTCH BRITO  RODRÍGUEZ CORREA ,2015-11-12 00:00:00,,  RODRÍGUEZ  CORREA ,DOLMESTCH,BRITO,,RODRÍGUEZ,comisión,feriado,,
5863,SEGUNDA,  DOLMES TCH,  BRITO ARÁNGUIZ   ,BRITO ARÁNGUIZ  RODRÍGUEZ PRADO ,2015-11-16 00:00:00,,  RODRÍGUEZ  PRADO ,BRITO,ARÁNGUIZ,,RODRÍGUEZ,comisión,feriado,,
5867,SEGUNDA,  DOLMESTCH,  KUNSEMULLER BRITO  ,KUNSEMULLER BRITO ,2015-11-17 00:00:00,, ,KUNSEMULLER,BRITO,,,comisión,feriado,,
5872,SEGUNDA,  DOLMESTCH,  KUNSEMULLER VALDERRAMA  ,KUNSEMULLER VALDERRAMA RODRIGUEZ ,2015-11-18 00:00:00,,  RODRIGUEZ  ,KUNSEMULLER,VALDERRAMA,RODRIGUEZ,,comisión,feriado,,
5878,SEGUNDA,  DOLMESTCHI,  KUNSEMULLER DAHM  LOS ,KUNSEMULLER DAHM LOS ETCHEBERRY ,2015-11-19 00:00:00,,  ETCHEBERRY   ,KUNSEMULLER,DAHM,LOS,ETCHEBERRY,comisión,feriado,,
5889,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER ,DOLMESTCH KUNSEMULLER CORREA,2015-11-23 00:00:00,,   CORREA,DOLMESTCH,KUNSEMULLER,CORREA,,permiso,feriado,,
5897,SEGUNDA,  DOLMES TCHL,  KUNSEMULLER DAHM  LOS ,KUNSEMULLER DAHM LOS ETCHEBERRY ,2015-11-24 00:00:00,,  ETCHEBERRY   ,KUNSEMULLER,DAHM,LOS,ETCHEBERRY,feriado,,,
5906,SEGUNDA,  JUICA,  DOLMESTCH KUNSEMULLER ,DOLMESTCH KUNSEMULLER RODRIGUEZ,2015-11-25 00:00:00,,   RODRIGUEZ,DOLMESTCH,KUNSEMULLER,RODRIGUEZ,,feriado,,,
